label,question,answer
0,Quem escreveu as letras de treinamentos para o Brasil,FYFE Dangerfield
0,onde não havia restrição 2 filmado no Brasil,Mato Grosso.
0,Qual é o nome do rio que se junta ao rio Amazonas no Brasil,Rio Negro
0,Qual jogador de futebol brasileiro recebeu cantos de macaco no Estádio Petrovsky em Moscou,Antônio Gélia
0,quem faz o novo amazonia assumir o lugar de cães,humanos
0,em que rio a guerra espanhola-portuguesa de 1776-17,Rio Grande do Sul
0,Quando Lagoa do Peixe se tornou parte da Mata Atlântica?,1999
0,Quem criou a reserva biológica de Morro dos Seis Lagos,Decreto do Estado da Amazonas 12.836
1,Qual é o ponto mais alto do arquipélago de Alcatrazes?,Boa Vista.
0,Onde os periquitos de ouro vivem no Brasil,Bacia do Amazonas
0,TeleMEZONAS tem sua sede em que cidade,QUITO.
0,Qual país tem as áreas mais protegidas da floresta amazônica,Brasil
0,Qual é a sede do condado de Indiana do Condado de Clay,Brasil
0,Onde o trem descarrilou no Brasil em 1952,Anchieta.
1,Quando foi BOA VIAGEM BEACH construída no Brasil,Dados de 1990.
0,Qual porcentagem da hidreletricidade no Brasil ainda é inexplorada,70%
0,Qual rio inundou Uniao dos Palmares no nordeste do Brasil em fevereiro de 2010,O rio Mundau.
0,onde estão os indígenas Kanoê localizados,"Sul Rondônia, Brasil"
0,De onde as pessoas do pobre nordeste do Brasil se mudaram para,a área da Amazônia
0,O que os europeus extraiam da floresta tropical no Brasil,brasilwood
0,Qual ilha no Rio de Janeiro é completamente livre automaticamente,Ilha Paquetá.
0,O pintor é um povo indígena de qual país,Brasil
0,"Qual é o nome do Património Mundial em Paranapiacaba, Sul",Reserva da Biosfera da Mata Atlântica
0,onde eles foram em filme verde inferno,a floresta amazônica
0,Qual é o nome do lago em Brasília,Lago Paranoá
1,Onde estão as praias de aninhamento de tartaruga Arrau localizadas,Brasil
0,Quem é o personagem principal em Las Amazonas,Emiro lizárraga.
0,Garafian Shepherd e Mantiqueira Shepherd são exemplos de que tipo de cão,Cães ibéricos
0,Qual foi o principal produto do boom da Amazônia?,borracha
1,O Parque Nacional Fernando de Noronha é em que país,Brasil
1,A Guiana é limitada pelo Brasil e que outro oceano,o Oceano Atlântico
0,Pico dos Marins é a montanha mais alta em que país sul-americano,Brasil
0,Que tipo de vegetação o caatinga tem,Vegetação do deserto
0,Quanto o governo brasileiro planejou investir em bem-estar animal,US $ 2 bilhões
0,Qual é o uso principal da arena pantanal,futebol americano
0,Quantas espécies marinhas são encontradas em Monte Brasil,oito
0,"que definiu a classificação dos rios amazônicos em preto, claro e branco",Harald Sioli.
0,Que tipo de clima é em Roraima,tropical
0,Que tipo de clima é a maioria do Brasil,tropical
0,Que porcentagem da espécie residente no Brasil pode se extinguir até 2020,50%
0,Onde vivem as pessoas Pirahã?,Amazon Rainforest no Brasil
0,Quem é dono da propriedade em Brokopondo Lake Brasil,Suralco.
0,Em que estado do Brasil é a Floresta Nacional da Amazonas,Amazonas.
0,onde é que os crocodilos Coritiba vêm na bacia do Pantanal,segundo
0,Quantos animais em perigo estão no Brasil,202
0,onde os personagens no arco da floresta tropical vão,Brasil
0,que está envolvido na implementação do plano nacional de silvicultura no Brasil,Ministério do Meio Ambiente
0,Qual é o nome brasileiro para a bota de trabalho do Chelsea,Botinhas catitó.
0,Quantas aves raras estão na reserva da Biosfera da Mata Atlântica,mais de 200.
0,"No mapa do Piri Reis, qual cidade está na costa leste do sul",Rio de Janeiro
0,Que doença é causada por haemophilus influenzae biogrupo AE,Febre brasileira purpúrica
0,quem liderou a primeira expedição espanhola para a Amazonas,Francisco de Orellana
0,Que língua eles falam na ilha de Santa Catarina,português
1,Barra Seca é a praia nacional de qual cidade no Brasil,Linhares.
0,Onde os caiçaras vivem no Brasil?,Regiões costeiras
0,Em que país é a floresta nacional de Trairão localizada,Brasil
0,onde estava isso para mim tiro de vídeo musical,a floresta amazônica
0,Qual é o nome da universidade localizada perto do Lago Pampulha,Universidade Federal de Minas Gerais
0,De onde veio a cidade de Borba Amazonas?,português
0,Onde as equipes se apresentam no Festival do Folclore Amazônico?,O Bumbródromo ''
0,Guarapari Beach é um destino turístico popular em que país sul-americano,Brasil
0,Que tipo de árvores estão em Mogi Guacu?,cerrado
0,A região do Pantanal da América do Sul é inundada pela qual rio,o rio Paraguai
0,Quem treinou a força expedicionária brasileira no Brasil,Funcionários americanos
0,Qual é o efeito de aumento das plantações de soja no Brasil,desmatamento
1,A ilha de Ilhabela está perto de qual cidade,Rio de Janeiro
0,Qual bebida alcoólica é feita a partir das cepas de esquizoscaromyces p,Cachaça brasileira.
0,A principal causa de poluição da água no Brasil é,Esgoto
0,Quem propôs a teoria da especiação de aves florestais amazônicas,Jürgen Haffer
0,Quando as portuguesas capturaram o Brasil na Costa do Gold Holandês,1630
0,onde está a planta glisea aurea encontrada,Brasil
0,Que rio forma a fronteira entre o Brasil e a Argentina,Rio Uruguai
0,que comandou o esquadrão costeiro brasileiro na cisplatina,James Norton.
0,O que é um problema crescente na floresta amazônica,Desmatamento
0,Pedra da Mina é o ponto mais alto de qual cortesia no Brasil,Montanhas de Mantiqueira
0,Quando o MasterChef Season 4 começa no Brasil,7 de março de 2017
0,Qual é o nome da baía em Puerto Barrios?,Bahia de Amatique
1,a baía de todos os santos é a capital de qual país,Bahia.
0,O que a fermentação alucinógena faz os xamãs amazônicos usam para alcançar o êxtase religioso,ayahuasca.
0,Quem controlava a fronteira norte do estado amazônico,português
0,Quem usou Campo Bahia como acampamento de treinamento para a Copa do Mundo de 2014,Equipe de futebol nacional da Alemanha
1,Onde o Rio de Janeiro está em termos de litoral no Brasil,terceiro maior
0,Quem foi o Ministro do Meio Ambiente do Brasil de 2008 a 2009,Marina Silva.
1,Qual corpo de água separa o Brasil e a Nigéria,oceano Atlântico
0,Quando foi o primeiro geoglyph encontrado na floresta amazônica,1977
0,onde está o lago para o lago no Brasil localizado,"Roraima, Brasil"
0,Quanta água o rio Cerrado fornece?,um terceiro
0,A cidade brasileira de Corumba é a porta de entrada para a qual a principal zona húmida,o pantanal
0,onde foi inventado futebol de praia,Brasil
0,O periquito de Jandaya é uma ave nativa de qual país,Brasil
0,Por que o macaco lanoso marrom encontrado no Brasil?,Falta de leis de caça aplicadas aos grupos indígenas
0,Qual é o nome da floresta amazônica,Amazônia
0,Qual país português tem o mais alto grau de capitão do mar e da guerra,Brasil
0,Onde os gatos pantanais vivem nas Américas do Sul,América Central do Sul
0,que cor é o patch peito do peixe-boi amazônico,Branco
0,Os Yaminawá são indígenas de qual país,Brasil
0,Qual é o nome da única usina nuclear do Brasil,Angra
1,onde é encontrado o noronha skink encontrado no Brasil,Fernando de Noronha
0,Quanto a França comprou o submarino do Brasil?,US $ 12 bilhões
0,Mimicry Batesiano é uma forma de mimetismo de insetos em que país,Brasil
0,Quais são as partes da floresta amazônica classificada como,Ecorregiões.
0,Quantas aves negras unicolored existem no Brasil,mais de 10.000.
0,"O Noachian, Hesperiano e Amazônia são unidades geológicas de",Marte.
0,Qual porcentagem do aquífero guarani tem um diâmetro,acima de 50 %
0,O Pirahã são um povo indígena de qual país asiático,Brasil
0,Quem ganhou a 1ª temporada do Superstar no Brasil,Malta
0,Quantos municípios a capa de Pantanal,12
0,Por que o manatee amazônico está diminuindo,Caçando
0,Quando Fernando de Noronha Island descobriu,10 de agosto de 1503
0,onde estavam os continentes do Amazonas se juntaram,Gondwana ocidental
1,onde foi a primeira cimeira da primeira ilha do mundo,Rio de Janeiro
0,quanto tempo leva o etanol de cana produzido em terras cerrado para pagar,17 anos
1,em qual ilha brasileira o Banco Banco Real opera,Fernando de Noronha
0,Quando assar a Brasil Série 2 começa,6 de janeiro de 2018
0,O manatee amazônico tem o menor grau do que,deflexão rostral
0,Em qual cidade você encontraria a praia de Ipanema?,Rio de Janeiro
0,Qual rio é a fronteira moderna entre a França Guiana e o Brasil,Rio Oyapock.
0,qual é o valor da floresta amazônica por hectare,US $ 6820.
0,Qual é outro nome para o Delta do Rio Paraná na Argentina,Islas del Paraná.
0,escritor francês Alain Gheerbrant foi observado por sua expedição a qual rio,Rios Amazônia.
0,que canal é la voz equador em,TeleMEZONAS.
1,Guarapari Beach é em que país sul-americano,Brasil
0,Qual rio atravessa a cidade de Monterrey,Rio de Santa Catarina
0,Qual é a quarta temporada do programa de TV brasileiro?,Mestre cozinheiro
0,onde está a floresta atlântica localizada na América do Sul,Brasil
0,Desde que ano o número de turistas brasileiros viajando no exterior vem crescendo,2003
0,Que tipo de ecossistema é no Parque Nacional de Emas,cerrado
0,Quando foi o corredor de biodiversidade theinational estabelecido no Brasil,1999
1,A Baía Brasileira de Camamu contém remanescentes de qual floresta,Mata Atlântica
1,Qual é o nome da área protegida na ilha de Fernando de Nor,Área de Proteção Ambiental Fernando de Noronha
0,Qual é o nome do centro de treinamento esportivo no Rio de Janeiro,Centro de Treinamento Olímpico
0,Qual é a maior variedade de montanhas no Brasil?,Serra do Espinhaço
0,onde mia vai em viagem para o mar do rio,"Manaus, Brasil."
0,Qual é outro nome para a selva amazônica?,Amazônia
0,De onde vive o pássaro azul chinned safira no Brasil?,A Bacia do Rio Amazonas
0,A Ubajara Grotto está localizada em que Bioma,Bioma de Caatinga.
0,Quando época 5 da estréia do Dolos Brasil?,"quinta-feira, 10 de junho de 2010"
0,Quantas aves tinamou são deixadas no Brasil,Menos de 15.000.
0,Quantas espécies marinhas habitam Monte Brasil,oito
0,Qual é a praia mais popular em Natal Rio Grande do Norte,Ponta Negra
0,onde estava futebol de praia inventado e por quem,Brasil
0,O que é abraço da serpente dedicada a,culturas amazônicas perdidas
0,Onde os judeus amazônicos moram em Israel?,Ramle.
0,Qual é a maior espécie icterid?,Oopendola amazônio
0,Quando a Las Amazonas Telenovelas fez,1985
0,Qual a porcentagem da água doce do Brasil está localizada na Bacia do Rio Amazonas,75%
0,Qual porcentagem do cerrado está seca,mais de 90%
0,De onde vive o Monkey Marrom Howler na América do Sul?,a Mata Atlântica.
0,O Parque Nacional Descrobrimento está localizado em que bioma,Mata Atlântica
0,Quantos municípios são protegidos pela reserva da Biosfera da Mata Atlântica,mais de 1.000.
0,Onde os ratos gigantes lanosos vivem no Brasil?,cerrado
0,onde o noronha skink vive,Fernando de Noronha
0,O Sanumá é um povo indígena do qual país sul-americano,Brasil
0,Quem veio Brazilwood,Pessoas indígenas
0,onde desswered pelo fogo filmado em DVD,Brasil
0,NAPO está localizado em que país da floresta amazônica,Equador
0,Quem é responsável por gerenciar a energia do Brasil,Ministério de Minas e Energia
0,Onde estão os treinadores da Veja no Brasil?,Sul Brasil.
0,Quais pessoas indígenas fizeram fotografia Marc Ferrez no Brasil,Tribo Botocudo
0,Onde estão as florestas úmidas de Ucayali encontradas no Peru,Floresta Amazônia Ocidental
0,a anta brasileira está ameaçada por que animal,tigres
0,Quando a população amazônica começou a diminuir,1900
0,Em que região do Brasil é a Amazonas localizada,Norte
0,Thunderbirds são go é definido em que país sul-americano,Brasil
0,Qual é o nome da tradição de Natal na região de Amazonas de por,Los pastorcillos de navidad
0,Quanto do consumo de energia do Brasil é Bagasse produzido anualmente,20 porcento
0,Quem escolheu o Rio de Janeiro como sede do tribunal em 1808,Rainha Maria I de Portugal
0,Quantos anfíbios são encontrados na floresta amazônica,428
0,Quando foi o programa de racionamento de energia no Brasil implementado,2001
0,Qual é a capital da região de Amazonas no Peru,Chachapoyas.
0,Que porcentagem da floresta perdida no Brasil entre 1966 e 1975 foi atribuída a grandes,38%
0,Qual cidade amazônica hospedou a Copa do Mundo de Futebol de 2014,Manaus.
0,Onde fica o rio são Loueno?,Mato Grosso Estado do Brasil
0,Onde foi a primeira sorveteria no Rio de Janeiro,Frente da praia de Copacabana
0,Qual porcentagem da terra do Brasil está no Cerrado,21
0,O Yudjá são indígenas dos quais país sul-americano,Brasil
0,Quando a mudança climática do Brasil de árido para semiárid,no início dos anos 90.
0,A Costa do Marfim é o terceiro maior país produtor de café do mundo após a Colômbia,Brasil
0,As montanhas do Acarai estão na fronteira entre a Guiana e que outro país,Brasil
0,Qual porcentagem dos vertebrados na floresta atlântica são espécies endêmicas,60 por cento
0,Qual é o nome da região amazônica peruana onde a peonagem é,Urarina.
0,De onde a maioria das pessoas do pobre nordeste do Brasil se move para,Área da Amazon
0,De onde vive o Kinglet Manakin no Brasil?,Mata Atlântica
0,O manatee amazônico às vezes é encontrado sobreposição com o que outro animal,Manatee Indiano Ocidental.
0,Qual rio se junta ao rio são Loureno em Mato Grosso,Rio Cuiabá.
0,Qual é a principal causa da perda de floresta tropical no Brasil,desmatamento
0,A cidade de Maceió é a capital de qual estado costeiro,"Alagoas, Brasil"
0,Quando o primeiro submarino nuclear da Marinha do Brasil será encomendado,2023
0,Que tipo de vegetação é encontrada no Parque Nacional de Chapada Diamantina,Vegetação da Floresta Atlântica.
0,Qual é o feriado nacional brasileiro que comemora os povos indígenas do Brasil,Dia indiano
0,Quando a floresta da Amazônia experimentou outra seca?,2010
0,Quantos animais estão no zoológico de são Paulo,mais de 3.200.
0,Qual é o nome de Jaguar no Parque Nacional Pau Brasil,Panthera onca.
0,Que instituição fez pesquisa genética sobre venezuelanos,Universidade de Brasília
1,Quantas ilhas estão no arquipélago de Alcatrazes,cinco
0,Qual é a principal causa de diferenças nas línguas amazônicas?,Contato de idioma.
0,Quantas agências nacionais estão envolvidas na gestão do aquífero guarani,Quatro.
0,O rio Abaete no Brasil é nomeado após,Bernard Mascarenhas.
0,Qual porcentagem de empresas inovadoras no Brasil não faz pesquisa,7%
0,Qual é o nome da estrada que liga o Brasil e o Peru,Rodovia interoceânica
0,Próxima temporada do modelo do Brasil,F.
0,em que país os indígenas de Cerveja de bebida Cauim,Brasil
0,Qual é o litoral do Ceará feito de,areia
0,Quando o Brasil parou o desmatamento sua terra?,2005
0,Quem navegou no rio Rio da Duvida no Brasil,Cândido rondon.
0,O termo doença brasileira refere-se à desvalorização dos quais commodity,soja
1,Boa Viagem é uma das praias mais visitadas em que país,Brasil
0,De qual clube fez chelsea sinal brasileiro de volta Wallace em 2012,Fluminense.
0,"Qual cientista brasileiro naturalizado americano é conhecido como a ""barreira do rio""",Alfred Russel Wallace.
0,Qual é o nome da floresta perto de Teresina,Mata Atlântica
0,Quantos dias de chuva a floresta amazônica ganha,240
0,Quem foi o primeiro explorador europeu a subir ao rio Paranaiba,Cabista sebastian
0,A ponte do rio Oyapock foi inaugurada em que país,Brasil
0,Quem é o dono de TeleMEZONAS na Espanha,FIDEL EGAS GRIJALVA.
0,Quando as despesas de pesquisa de negócios no Brasil provavelmente contratarão,2015
0,Quais são as áreas secas na floresta atlântica chamada,caatingas.
0,Qual é o nome do território disputado entre o Brasil e o Uruguai,Ilha brasileira
0,Novo Hamburgo é a maior área comercial em que a cidade brasileira,Vale do rio Sinos
0,De onde começa o rio APA no Brasil?,Mato Grosso do Sul
0,Quantas árvores nativas do Atlântico estão em dunas natal,mais de 1.300.
1,O que a economia Fernando de Noronha depende de hoje?,turismo
0,onde a maioria da biodiversidade encontrada no Brasil,T.
0,O fluxo de Chui sobe nas planícies costeiras arenosas da qual estado sul-americano,Rio Grande do Sul
0,Onde fica Paquetá Island localizado no Rio de Janeiro,Baía de Guanabara
0,Quantas espécies de leão existem na Mata Atlântica?,24
0,Qual é o nome da exposição da floresta tropical no Zoológico de Mesker Park,Amazônia
0,Os Zuruahã são indígenas de qual país,Brasil
0,Onde estão a maioria das florestas do mundo localizadas,Brasil
0,De onde vêm os ratos do pântano Amazônico?,América do Sul
0,Cerradomys é o nome latino para o qual mamífero,mouse
0,Quem é o tambor marinho brasileiro e Corpo de Bugle chamado após,bateristas de campo e buglers
0,é o rio amazon um rio brasileiro ou rio brasileiro,brasileiro
0,Qual rio flui através das montanhas de Serra Geral no Brasil,Rio Uruguai
0,Quais são os assentos de metal na Sala são Paulo,Detalhes de madeira de marfim
0,Quantas estações existem do próximo modelo de topo do Brasil,três
0,Qual é o nome do rio sazonal no estado do Ceará do Nordeste do Brasil,Jaguaribe River
0,onde está o pássaro de olho de fogo de backed franja encontrado,Brasil
1,em que cidade brasileira é Ponta Negra Beach,Natal
0,O Parque Nacional Amazônico está em qual país europeu,França
1,O hotspot Trindade está fora da costa da qual país sul-americano,Brasil
0,quem ligou para a praia alterar o Chão o mais bonito no Brasil,O guardião
0,Qual foi o nome não oficial dado por jornalistas ocidentais a um cadre de elite feminino,A guarda amazônica
0,Quantas plantas hidrelétricas existem no Brasil,24
0,Quem publicou o estudo de 2012 sobre crueldade animal e escravidão no Brasil,Organizações Europeias de Proteção ao Consumidor
0,O rio Roraima forma a fronteira entre o Brasil e que país atual,Guiana
0,Qual foi a produção de energia eólica do Brasil em 2003,22 MW.
0,A rodovia trans-oceânica conecta o Peru a que outro país,Brasil
0,Quantas espécies de peixes estão na zona húmida do Brasil,mais de 260.
0,Quando foi o fogo do beijo no Rio Grande do Sul,27 de janeiro de 2013.
1,Qual é o status de fernando de noronha,Patrimônio Mundial
0,Onde os corvos de frutas neck-necked vivem,Floresta amazônica
0,Quando a equipe brasileira começou a treinar em Granja Comary?,2006
0,Quando é a próxima submarina nuclear que vem ao Brasil,2023
0,"O caranguejo de fantasma do pântano, Ucides Cordatus, é nativo a qual país",Brasil
0,que usa o selo nacional do Brasil,A Presidência da República
0,Onde Fernando de Noronha descobriu em 1503,eu
0,Qual é a relação entre o Cerrado e a Floresta Amazônica?,riqueza de alta espécie
0,em que estado do Brasil é wallid ismail um brasileiro misto marcial,Amazonas.
1,Em que país sul-americano é o Parque Nacional Fernando de Noronha,Brasil
0,O que seria necessário se o desmatamento no Brasil for interrompido,uma reforma do sistema mundial de mercado
1,Que tipo de dano eram as ilhas de Alcatrazes que causam,de Meio Ambiente
0,Qual é o nome do jogo onde você estuda a selva amazônica,Gorps.
0,Quantas usinas hidrelétricas duke energia tem no Brasil,oito
0,Quantos residentes amazônicos são afetados pelo processo,30.000.
0,Quantos estados estão na reserva da Mata Atlântica,15
0,Por que o pássaro farpado é raro no Brasil?,Destruição do habitat.
0,Por que o rato de pântano amazônico tem ninhos,para trás seus jovens
0,Qual foi o fim das reivindicações espanholas na Amazônia Ocidental,destruição das missões
0,Qual baía é a oeste de Monte Brasil,Baía de Fanal.
1,Quando as Ilhas Alcatrazes incêndiam,2004
0,onde é HDV-3 encontrado no mundo,a região amazônica
0,Quantos ucranianos foram trazidos para o Brasil em 1914,15.000 a 20.000.
0,que é a empresa de mineração brasileira que é dona do território indígena Balaio,C.
0,Quantos lugares o Senado tem no Brasil?,81
0,Onde estão os macacos da noite encontrados na floresta amazônica,norte do rio Amazonas
0,onde está a garça tampada encontrada na América do Sul,a floresta amazônica
0,O Nambikwara é um povo indígena de qual país,Brasil
0,onde está a ponte respiratória localizada no Peru,Amazonas.
0,Quantas espécies de moluscos nonmarinos existem no Brasil,1107
0,Quais são as múmias chamadas na região da Amazonas?,Agüelos.
0,Em que país é a floresta nacional de Jamanxim,Brasil
0,Quem era o naturalista que examinou a floresta amazônica,Henry Walter Bates.
0,Quem dividiu a floresta amazônica no meio EOCENE,Arco de Purus
0,Quanto é a floresta Amazônica projetada para ser reduzida até 2030,40%
0,Qual é a poluição da água no Brasil em 1990,9 mg por litro
0,Qual é o crescimento médio do firetree brasileiro?,6 metros por ano
0,quão grande é a faixa superior verde da bandeira da Amazonas,90 cm
0,Sugarloaf Mountain e Urrca Hill são monumentos naturais em que cidade,Rio de Janeiro
0,A reserva extractiva Guariba-Roosevelt na Amazonas produz,nozes
0,Que rio inundou Monterrey em 2010,Rio de Santa Catarina
0,Qual porcentagem da superfície do Brasil está acima do nível do mar,85%
0,onde está a transmissão de TV de La Voz Ecuador,TeleMEZONAS.
0,Qual foi a porcentagem de pessoal de pesquisa empregado pelo setor empresarial no Brasil entre 2001,26%
0,Qual rio foi usado como uma nova fronteira entre o Brasil e a Argentina,Rio Uruguai
0,Onde a fruta Pouteria Caimito é originada?,Região Amazônica da América do Sul
0,onde estava o fim do rio filmado,Brasil
0,Qual parque nacional está localizado na cordilheira da Serra Geral,Parque Nacional Aparados da Serra
0,Onde o hino do estado da Amazonas acontece?,Venezuela
0,Quantas espécies de primatas estão no Brasil,77
0,que ganhou a primeira temporada de X fator no Brasil,Clark.
0,Que rio estava fluindo durante o furacão Monterrey,Rio de Santa Catarina
0,onde é a língua mura falada no Brasil,Amazonas.
0,A Cúpula da Terra (Conferência da ONU sobre Meio Ambiente e Desenvolvimento) foi realizada em 1992 em que,Rio de Janeiro
0,Que tipo de carvão é produzido na região do Cerrado,carvão
0,o pântano coberto de castanhas é encontrado em que estado brasileiro,Estado de Roraima.
0,Quem é o autor do estudo sobre o desmatamento do Brasil,Daniel Nepstad.
0,Quando o Pico da Neblina foi descoberto para ser a montanha mais alta do Brasil,1965
0,Que fortaleza foi construída do outro lado do rio da missão La Bahia,Presidio La Bahia.
0,Quando Fernando de Noronha descobriu e por quem,10 de agosto de 1503
0,Qual é o clima de Piaui?,quente e úmido
1,Onde a terra de Noronha Skink na América do Sul,Fernando de Noronha
0,Que tipo de registro é mais comum na floresta amazônica,Log seletivo
0,Qual porcentagem da Amazônia é protegida pelo Código Florestal Brasileiro,80%
0,Qual é a capital do Amazonas?,Manaus.
0,Qual rio se junta ao rio Amazonas no Brasil,Rio Negro
0,Que tipo de árvores são usadas no bioma cerrado,eucalipto
0,Quando o fim da temporada de futebol brasileiro de 2019,8 de dezembro de 2019
0,Onde os fuzileiros navais reais pararam na Austrália?,Rio de Janeiro
0,Quando começa o Festival de Natal da Amazonas?,24 de dezembro
1,Quando o corpo marinho brasileiro veio para Portugal,1808
0,Que doença causou uma queda acentuada na taxa de natalidade no Brasil em dezembro de 2016,Vírus zika.
0,Quem era presidente do Brasil durante a invasão da baía de porcos,Fidel Castro
0,Qual é a unidade política básica das pessoas de kichwa amazônicas?,ayllu.
1,a baía de todos os santos é em que estado sul-americano,Bahia.
0,onde está o rio Mapua localizado na América do Sul,Brasil
1,Quantas ilhas existem na ilha de Santa Catarina,mais de 30.
0,Em que país era seqüestrado em Sean Goldman,Brasil
0,Quem mora no vale do rio Chuí,Brasileiros palestinos
0,Quando o Brasil parou o desmatamento de suas florestas?,2005
0,Quando foi criada a primeira floresta nacional no Brasil,1934
0,Qual cidade foi nomeada após Guanabara Bay em Juliana,Rio de Janeiro
0,Cuiabá é o assento de qual universidade,Universidade Federal de Mato Grosso
1,Quando o corpo marinho brasileiro começou,1808
0,Cavia Aperea é o nome latino do qual o animal,Cobaia brasileira
0,Quando chegou o primeiro trem no Brasil?,1854
0,onde fica o cinema amazônico localizado,Iquitos.
0,Qual é o nome da agência de energia nuclear do Brasil,Comissão Nacional de Energia Nuclear
0,Qual é o lado B das trens da música para o Brasil,Vá embora
0,Quantos dos refinarias de Tesoro processam óleo amazônio,Três
0,Qual país da América Latina é o décimo primeiro maior emissor de mudança climática,Brasil
1,Barra Seca é a única praia em que estado sul-americano,ESPIRITO SANTO State.
0,Qual foi o nome do boom na economia amazônica no final de 1880?,O boom da borracha amazônica
0,Quando Elmina foi capturada na costa dourada do Brasil,1637
0,Qual nome é dado à sutura entre o oceano pharusiano e o con,Lineamento Trans Brasileiro.
0,Qual é o nome da estação de trem do Rio de Janeiro,Central do Brasil.
0,Em qual continente é o craton amazônico localizado,América do Sul
0,Quantas novas plantas de flores foram descobertas na Mata Atlântica entre 1990 e 2006,mais de mil.
0,Que tipo de floresta é o Parque Estadual da Serra Azul?,floresta cerrado
0,Qual é a montanha mais alta em Minas Gerais,Pico da Bandeira.
0,onde está a vida selvagem encontrada no mundo,Brasil
0,Onde a família Sanguszko emigrará depois que a Ucrânia ganhou,Brasil
0,que atrasou a implementação do código florestal brasileiro,Presidente Luiz Inácio Lula da Silva
0,qual entomologista britânico atribuiu o inseto neotrogla brasiliensis,Charles Lienhard.
0,Onde fica a Floresta Amazônica na França?,Guiana Francesa
0,que apelido foi dado ao gol marcado por Mike Lake contra Southampton no,BENDE BRASILEIRO.
0,O rio Chuy sobe em que país,Brasil
0,A ilha brasileira está na confluência da qual rio,Rio Uruguai
1,Qual nome é dado aos barcos de pesca usados pela costa brasileira,Jangada.
0,o que os animais foram criados no Piauí,cabras
0,Quando o Brasil começou a aplicar leis sobre florestas,1930
0,O que o código florestal brasileiro requer proprietários de terras para manter,80% das florestas como reservas legais
0,De onde vive os Corydoras Sixray no Brasil?,A bacia do rio Araguaia superior
0,Qual é o significado de Tsunki na Amazônia?,o primeiro xamã
0,Que tipo de preocupações foram negligenciadas na construção da barragem no Brasil,de Meio Ambiente
0,onde eles foram em romance no alto mar,Rio de Janeiro
0,onde é a maior floresta tropical localizada no Brasil,Amazonas
0,Que doença foi usada como arma pelos novos aldeões brasileiros,varíola
0,Qual cordilheira no Brasil é famosa por suas minas de diamantes,Sincura
0,onde faz Brasil ranking do índice de vida das aves,terceiro
0,Quando a primeira sinagoga amazônica construída,1824
0,Onde o Brasil e o México trabalharam juntos em questões de mudança climática?,Conferência Rio + 20
1,Qual é o nome do submarino brasileiro perdido no Atlântico Sul,San Juan.
0,Qual é o aquífero guarani nomeado depois,o povo guaraniano
0,O Amazonas são um estado em que país sul-americano,Brasil
0,Quem classificou Bahia Honda Key a praia # 1 nos EUA,Dr. Beach '' Stephen Leatherman
1,que oceano é o Brasil e a Nigéria fronteiriços,oceano Atlântico
0,Que empresa brasileira de saúde animal fez a saúde da Merck animal adquirir em 2017,Vallée S.A.
0,Qual país da América do Sul tem o maior consumidor de energia do mundo,Brasil
0,Quem phil cardella treina no Brasil,Relson Gracie
0,O rio Piratini separa o Brasil de qual país,Uruguai
0,Qual país declarou seu desmatamento como uma emergência nacional,Brasil
0,Quem dá o status de extinção de manguezais de Maranhão,O fundo do World Wildlife
0,De onde vive o Panará na Amazônia?,Mato Grosso.
1,Que língua é falada na ilha de Santa Catarina,português
0,Qual é o nome comum do pato brasileiro da cerceta,Amazonetta Brasiliensis.
0,onde está a revolta do Brasil,"Manaus, Amazonas"
0,Qual é o comprimento da bandeira nacional da Amazonas?,"2,10 metros"
0,A RAPOSA SERRA do SOL é o maior território indígena em que país,Brasil
0,Quando foi a rodovia interoceânica entre o Peru e o Brasil terminou,2006
0,que campo de estudo o museu em são Paulo tem,zoologia
1,onde é o bioma marinho brasileiro localizado em um mapa,Zona marinha do Brasil
0,Onde estava enterrada o corpo da Amazônia na Bíblia?,Jerusalém
0,Que apelido de Russ Meyer dou suas atrizes,Amazônia
0,Onde Caine e Delko vão na 5ª temporada?,Brasil
0,O rio Piratini sobe em que estado sul-americano,Rio Grande do Sul
0,Quem é o fundador da Sociedade Selvagem do Japão,Mark Brasil.
0,Quando foi o massacre do capacete na Amazonas,março de 1988.
0,Quando foi estabelecida a Universidade do Estado da Amazonas,2001
0,Quando é a próxima temporada da liga do futebol brasileiro,2018
0,Quanto da água doce do Brasil vem da bacia do rio Amazonas,75%
0,Quem identificou a ilha do Brasil em 1325,Angelino dulcert.
1,Que ramo da marinha brasileira é baseada no Brasil,Corpo marinho brasileiro
0,Que tipo de abelhas polinizam os ecossistemas Caatinga e Pantanal,Abelhas sem ferrão
0,Quantas espécies invasoras estão no Brasil agora,mais de 300.
1,Em que país é Boa Viagem Beach,Brasil
0,Qual foi o nome original do Geysir do Navio de Carga dos EUA,Amazônia
1,Qual é o nome da principal corrente oceânica da Argentina,Brasil atual
0,que realizou pesquisas sobre Afro Brasileiros no Brasil,Data Folha.
0,Astrocary Murumuru é nativa de que parte do Brasil,Vegetação da floresta amazônica
0,Pedra da Manina é o ponto mais alto em que a cordilheira,Montanhas de Mantiqueira
1,Rio de Janeiro encontra-se entre qual oceano,oceano Atlântico
0,onde está o morcego em Formosa Goia,Cerrado
0,Quem era o líder feminino da guarda amazônica,Gaddafi.
