#,Source,book/wikipedia,Passage,Question,Answer,Passagem,Questão,Resposta
11,Port_of_Santos.txt,wikipedia,"Two issues facing the port today are access and distribution within the port. Due to the fact that the port operates 24 hours a day there is a lot of congestion on the roads and railways. There is only a three-lane road with two of those lanes for entry to the port and one for exiting. The port is considering a few possible solutions such as deepening the channels, applying intelligent transportation systems technologies, and better truck storage facilities. These plans for expansion have been planned to be put in place by the year 2024 due to the economic growth of the town. According to CODESP, all of these projects the Port of Santos will be moving three times more cargo, from the current 97.2 million tons to 230 million tons, with the general cargo accounting for 53% of this volume, solid bulk for 30% and liquid bulk for 17%.",Why is there a lot of congestion on the roads and railways around the Port of Santos?,The port operates 24 hours a day and there is only a three-lane road with two of those lanes for entry to the port and one for exiting.,"Duas questões que enfrentam o porto hoje são acesso e distribuição dentro da porta. Devido ao fato de que o porto opera 24 horas por dia, há muito congestionamento nas estradas e ferrovias. Há apenas uma estrada de três pistas com duas dessas faixas para entrada no porto e outra para sair. A porta está considerando algumas soluções possíveis, como aprofundar os canais, aplicando tecnologias de sistemas de transporte inteligentes e melhores instalações de armazenamento de caminhões. Estes planos para expansão foram planejados para serem implementados até o ano 2024 devido ao crescimento econômico da cidade. De acordo com Codesp, todos esses projetos o porto de Santos estarão movendo-se três vezes mais carga, dos atuais 97,2 milhões de toneladas para 230 milhões de toneladas, com a carga geral representando 53% desse volume, volume sólido para 30% e líquido a granel para 17%.",Por que há muito congestionamento nas estradas e ferrovias ao redor do porto de Santos?,O porto opera 24 horas por dia e há apenas uma estrada de três pistas com duas dessas faixas para entrada no porto e outra para sair.
12,Alcatrazes_Islands.txt,wikipedia,"Alcatrazes possesses rich fauna and flora; by December 2019 13 thousand species had been registered there 93 of which were deemed endangered and 20 were endemic including the Bothrops alcatraz the Scinax alcatraz and the true frog Cycloramphus faustoi. Other endemic species yet to be discovered are believed to exist there including a species of coral snake which two only known individuals were lost during the fire at the Instituto Butantan.Such occurrence of endemism lead the archipelago to be nicknamed ""the Galápagos of Brazil"" by some researchers who believe Charles Darwin would have come to the same conclusions he came to in the Equatorian archipelago had he studied the fauna of Alcatrazes. As described in the sub-section ""Geology"" above the islands were for tens of thousands of years linked to the continent which provided easy access to the place for several species. As the waters rose again and the mountains returned to their island status the animals that were stranded there either died or adapted and evolved giving birth to all those unique species.On the main island there is the world's biggest cluster of frigatebirds' nests with a gathering of 6000 individuals. Some 10000 birds live in the archipelago with over 100 different confirmed species including endangered ones like the American oystercatcher and the South American tern.In the waters surrounding the archipelago several species live among the grooved brain corals including 400 species of invertebrates and between 200 and 250 species of fish a number superior to anywhere else in Brazil including the much bigger Fernando de Noronha archipelago with 150 species. The place is also visited by cetaceans. The not so long but also not so short distance between island and continent combined with the fact that it is located in a transition zone of warm tropical waters to colder subtropical ones make for the big diversity of fishes.The sea around the islands wouldn't receive much attention until the 1990s because diving was not yet regarded as a true scientific tool in Brazil. It was in the archipelago that such reality began to change.Beside the Navy exercises another threat to the local ecosystem is the sea pollution be it from chemical dejects (which contaminate the plankton and consequently the whole food chain involved with it) or incorrectly disposed waste. The invasive orange cup coral is another risk to the local fauna. They were first detected in 2011 and since then they are monitored and removed so they do not become a plague although its eradication is no longer considered possible to achieve.",How many endemic species are there in Alcatrazes islands?,20 species.,"Alcatrazes possui rica fauna e flora; Em dezembro de 2019 13 mil espécies haviam sido registradas lá 93, dos quais foram considerados ameaçados e 20 foram endêmicos, incluindo os quartos Alcatraz, o Scinax Alcatraz e o verdadeiro sapo Cycloramphus faustoi. Outras espécies endêmicas ainda a serem descobertas sejam existentes, incluindo uma espécie de cobra de coral, que dois únicos indivíduos conhecidos foram perdidos durante o incêndio no Instituto Butantan.Such Ocorrence de endemismo levar o arquipélago a ser apelidado de ""The Galápagos do Brasil"" Alguns pesquisadores que acreditam que Charles Darwin teria chegado às mesmas conclusões que ele veio no arquipélago equatorial, ele estudou a fauna de Alcatrazes. Conforme descrito na subseção ""Geologia"" acima das ilhas foram para dezenas de milhares de anos ligados ao continente que proporcionava fácil acesso ao local para várias espécies. Como as águas subiram novamente e as montanhas retornaram para o status da ilha, os animais que foram encalhados lá morreu ou adaptados e evoluíram dando origem a todas aquelas espécies únicas. Na ilha principal, há o maior aglomerado de fragatas com uma reunião. de 6000 indivíduos. Cerca de 10000 pássaros vivem no arquipélago com mais de 100 espécies confirmadas diferentes, incluindo as ameaçadas como a American Oystercatcher e a Águas do Sul-Americana. Em torno das águas que cercam a arquipélago várias espécies vivem entre os corais cerebrais ranhurados, incluindo 400 espécies de invertebrados e entre 200 e 250. Espécies de peixes Um número superior a qualquer outro lugar no Brasil, incluindo o arquipélago muito maior de Fernando de Noronha com 150 espécies. O local também é visitado por cetáceos. Os não tão longos, mas também não tão curta distância entre a ilha e o continente combinado com o fato de que está localizado em uma zona de transição de águas tropicais quentes para as subtropicais mais frias fazem para a grande diversidade de peixes. O mar ao redor das ilhas não Receba muita atenção até a década de 1990, porque o mergulho ainda não foi considerado como uma verdadeira ferramenta científica no Brasil. Foi no arquipélago que essa realidade começou a mudar.Beside que os exercícios da marinha outra ameaça ao ecossistema local é a poluição do mar é a partir de produtos químicos (que contaminam o plâncton e, consequentemente, toda a cadeia alimentar envolvida com ela) ou desperdício incorretamente . O copo de laranja invasivo coral é outro risco para a fauna local. Eles foram detectados pela primeira vez em 2011 e desde então eles são monitorados e removidos para que não se tornem uma praga, embora sua erradicação não seja mais considerada possível para alcançar.",Quantas espécies endêmicas existem em ilhas de Alcatrazes?,20 espécies.
13,Ganabara_Bay.txt,wikipedia,Guanabara Bay is 31 kilometres (19 mi) long and 28 kilometres (17 mi) wide at its maximum. Its 1.5 kilometres (0.93 mi) wide mouth is flanked at the eastern tip by the Pico do Papagaio (Parrot's Peak) and the western tip by Pão de Açúcar (Sugar Loaf).,How long is Guanabara Bay?,31 kilometers,"Guanabara Bay é de 31 quilômetros de comprimento e 28 quilômetros (17 mi) de largura no máximo. Seus 1,5 quilômetros (0,93 km) boca larga é flanqueado na ponta leste pelo Pico do Papagaio (Peak do papagaio) e a ponta ocidental por Pão de Açúcar (Pão de Açúcar).",Quanto tempo dura a Baía de Guanabara?,31 quilômetros
14,Port_of_Santos.txt,wikipedia,"Shaped by urban, economic and demographic development from the maritime industry, the Port of Santos is the largest port in Latin America, and the gateway to most of the goods that circulate Brazil.  It drives the economy of the town of Santos and therefore the town is mainly dependent on the port. The people that live in Santos are influenced by the port's day to day actions. The port of Santos is Brazil's largest port providing exports and imports to and from all over the world. The main exports are coffee, sugar, and soy. The port handles 28% of Brazil's total cargo and in 2010, the Port of Santos handled a record of almost 97.2 million tons of cargo.",Why is the Santos city so dependent of its port?,It drives the economy of the town of Santos and therefore the town is mainly dependent on the port.,"Forma de desenvolvimento urbano, econômico e demográfico da indústria marítima, o porto de Santos é o maior porto da América Latina, e a porta de entrada para a maioria dos bens que circulam o Brasil. Ativa a economia da cidade de Santos e, portanto, a cidade é dependente principalmente do porto. As pessoas que vivem em Santos são influenciadas pelas ações do dia a dia. O porto de Santos é o maior porto do Brasil fornecendo exportações e importações de e de todo o mundo. As principais exportações são café, açúcar e soja. A porta lida com 28% da carga total do Brasil e em 2010, o porto de Santos lidou com um registro de quase 97,2 milhões de toneladas de carga.",Por que a cidade de Santos é tão dependente de seu porto?,"Ativa a economia da cidade de Santos e, portanto, a cidade é dependente principalmente do porto."
15,Ilhabela.txt,wikipedia,"From the 1930s on the village suffered the consequences of the world crisis consolidated around that time which joined the Constitutionalist Revolution and the consequent sea block which São Paulo was subjected to. Japanese immigrants left the area causing many fishermen and crew members to become unemployed. From 1933 to 1938 fish around the island suddenly disappeared increasing their poverty. As the state's countryside became ready for exploration with the opening of new roads and railways many migrated in search of better opportunities. This exodus contributed to a recovery trend seen on the local forests.Local land was sold at devalued prices and from the 1960s on tourism rose as an option to save the island's economy. The local infrastructure was improved and Ilhabela began to be sold as ""symbol of adventure pleasure and the wild"".Tourism and real state speculation became new threats to the local forests which prompted environmentalists to demand the creation of special reserves in the island which gave birth to the Ilhabela State Park in the 1970s. According to a 2005 research tourism along with activities at the Port of São Sebastião and the local Petrobrás Terminal became the main local vectors of environmental pressure. More recently in 2011 explotation points of the Pre-salt layer joined the previous vectors.Among the current critical issues of the island is the lack of proper sewage pipes to collect all houses' wastewater. As of January 2012 466% of the buildings in the island lacked such infrastructure. In February 2016 the city hall announced R$12 million to be invested in sewer systems for the southern part of the city. By the time it was announced Ilhabela was the worst coastal municipality in the state of São Paulo in terms of sanitary treatment according to a research by the State Secretary of the Environment - 35% of the city's sewer is collected pre-conditioned and released on the sea according to the secretary while the city hall claims 61% of the city is covered by sewer systems.",When did the tourism rose at Ilha Bela?,on the 1960s,"A partir da década de 1930, na aldeia sofreram as conseqüências da crise mundial consolidada em torno desse momento, que se juntou à revolução constitucionalista e o consequente bloco marítimo que São Paulo foi submetido a. Imigrantes japoneses deixaram a área que faz com que muitos pescadores e tripulantes fiquem desempregados. De 1933 a 1938, o peixe em torno da ilha desapareceu de repente, aumentando sua pobreza. Como o campo do estado ficou pronto para a exploração com a abertura de novas estradas e ferrovias, muitos migravam em busca de melhores oportunidades. Este Êxodo contribuiu para uma tendência de recuperação observada nas florestas locais.Local foi vendido a preços desvalorizados e da década de 1960 no turismo subiu como uma opção para salvar a economia da ilha. A infraestrutura local foi melhorada e Ilhabela começou a ser vendida como ""símbolo de prazer de aventura e selvagem"" .turismo e especulação real do estado tornou-se novas ameaças às florestas locais que levou ambientalistas a exigirem a criação de reservas especiais na ilha que deu à luz para o parque estadual de Ilhabela na década de 1970. De acordo com um turismo de pesquisa de 2005, juntamente com atividades no Porto de São Sebastião e o Terminal Local Petrobrás tornou-se os principais vetores locais de pressão ambiental. Mais recentemente, em 2011, os pontos de exploração da camada pré-sal juntou-se aos vetores anteriores.Mong As atuais questões críticas da ilha é a falta de tubos de esgoto adequados para coletar todas as águas residuais de todas as casas. Em janeiro de 2012, 2012, 466% dos edifícios da ilha careciam dessas infraestruturas. Em fevereiro de 2016, a prefeitura anunciou R $ 12 milhões a serem investidas em sistemas de esgoto para a parte sul da cidade. No momento em que foi anunciado Ilhabela foi o pior município costeiro do Estado de São Paulo em termos de tratamento sanitário de acordo com uma pesquisa do Secretário Estadual do Meio Ambiente - 35% do esgoto da cidade é recolhido e liberado no Mar de acordo com a secretária, enquanto a Prefeitura afirma que 61% da cidade é coberta por sistemas de esgoto.",Quando o turismo subiu na Ilha Bela?,Na década de 1960.
16,Coastline_of_Brazil.txt,wikipedia,In São Paulo there are famous coastal cities like Guarujá São Sebastião and Ilhabela. The northern half of the coastline of São Paulo as well as half the coastline of Rio de Janeiro are the only ones in Brazil to face the south (if small bays and islands spread in the rest of the country are not taken into account).,what are the only coastlines in brazil to face south?,northern half of the coastline of São Paulo and south coastline of Rio de Janeiro,"Em São Paulo, há famosas cidades costeiras como Guarujá São Sebastião e Ilhabela. A metade do norte do litoral de São Paulo, bem como metade do litoral do Rio de Janeiro, são os únicos no Brasil a enfrentar o sul (se pequenas baías e ilhas se espalharem no resto do país não são levadas em conta).",Quais são as únicas costas no Brasil para enfrentar o sul?,Metade do norte do litoral de São Paulo e Litoral do Sul do Rio de Janeiro
17,Guanabara_Bay.txt,wikipedia,Later the city was named after the bay. Natives of the Tamoio and Tupiniquim tribes inhabited the shores of the bay.,What tribes of natives inhabited the Guanabara Bay?,Natives of the Tamoio and Tupiniquim tribes.,"Mais tarde, a cidade foi nomeada após a baía. Os nativos das tribos TAMOIO e Tupiniquim habitaram as margens da baía.",Quais tribos de nativos habitaram a Baía de Guanabara?,Nativos das tribos Tamoio e Tupiniquim.
18,Montão_de_Trigo_Island.txt,wikipedia,"For the last three centuries the island has been permanently inhabited by caiçara families (the population was of around 200 in mid-20th century 40 in 1999 and in 2003 around 52 in January 2012 (a number that remained unchanged in March 2013 and in January 2014)) over 60 in August 2019 and 58 in 2020.The locals are known as ""monteiros"" though they self-identify as ""ilhéus"". It's not known when the island began to be populated; locals mention different stories involving two couples of founding siblings; a sinking; or the arrival of three men in the 18th century. According to a story aired by TV show Fantástico in May 2020 the place had been inhabited for over 170 years according to her.There's a rock on the island that's named ""espia-barco"" (lit. ""spy-on-boat""); nearby Buzio and Vitória islands (which belong to the nearby city of Ilhabela) were once used as vintage points for watching over the surrounding waters in order to spot anti-slave trade enforcement boats. Therefore the island may also have been used as a vintage point in the past.In early 2012 the locals permission to occupy and explore the island which still belongs to the government but will no longer be subjected to real state projects. The permission is part of a program by the federal government which aims to benefit small villages with native people throughout the country. The permissions are called TAUS - Termo de Autorização de Uso Sustentável (Term of Authorization of Sustainable Use). Normally they are given to river villages in Northern Brazil; this was the first time an island population received such benefit. With the TAUS the locals can request improvements such as sewer drinking water and housing programs. One of the rules imposed by the TAUS prohibits anyone to live there unless they were born there or they are married to one of the locals.The local population lives with little infrastructure: until mid-2010s there was no electricity so they relied on batteries. In 2020 however many already used solar power. There's no sewer system and many houses have no toilets so the locals urinate and defecate in external dry toilets or simply in the woods. In August 2019 São Sebastião's city hall announced it had installed equipment to make the water proper for human consumption in partnership with the state's government and private company Água Boa.In 2020 many houses were made of recyclable materials; previously they were made of wood which made them vulnerable to termites.In 2012 no doctor had visited the island for two years. In 2000 based on explorations made in the previous years it was reported that in order to have access to fresh water locals would collect water from the few sources of the island and keep it in water tanks so it could be later shared out with all families.There's only one school opened by the State Government in 1986 and which teaches up to the fourth grade (fifth since 2010) which has a bedroom for the teacher to spend the nights and only go back to the continent on the weekends.Since most marriages occur among the same family most inhabitants share the Oliveira surname.The population is predominantly male since many women get married and leave for the continent while the ones who stay end up marrying their own cousins. It is also common for men to bring wifes from the continent but some end up overwhelmed by the isolation and return. The local population speaks with a characteristic accent that could have been the result of centuries of isolation according to USP linguist Luciana Storto.When obtaining supplies is not possible locals resort to typical dishes such as ""navy blue"" (made with green banana and mashed fish) the mashed ""cará-de-espinho"" or dry fish.Until the 1980s Catholic parties were common but the arrival of protestants spelled the end of such festivities.",How long has the island of Montão de Trigo been inhabited?,For over 170 years.,"Nos últimos três séculos, a ilha foi permanentemente habitada por famílias de Caiçara (a população foi de cerca de 200 em meados do século XX 40 em 1999 e em 2003 em torno de 52 de janeiro de 2012 (um número que permaneceu inalterado em março de 2013 e em janeiro de 2014 )) Mais de 60 em agosto de 2019 e 58 em 2020. Os moradores locais são conhecidos como ""monteiros"", embora se identifiquem como ""Ilhéus"". Não se sabe quando a ilha começou a ser povoada; moradores mencionam histórias diferentes envolvendo dois casais de irmãos fundadores; uma afundamento; ou a chegada de três homens no século XVIII. De acordo com uma história foi exibida pela TV Show Fantástico em maio 2020, o lugar havia sido habitado há mais de 170 anos, de acordo com ela. Há uma rocha na ilha que é nomeada ""Espia-Barco"" (acesa. ""Spy-on-Boat""); As ilhas Buzio e Vitória nas proximidades (que pertencem à cidade vizinha de Ilhabela) já foram usadas como pontos vintage para observar as águas circundantes, a fim de detectar barcos de fiscalização anti-escravos. Portanto, a ilha também pode ter sido usada como ponto vintage no passado. No início de 2012, a permissão local para ocupar e explorar a ilha que ainda pertence ao governo, mas não será mais submetida a projetos de estado real. A permissão faz parte de um programa pelo governo federal que visa beneficiar pequenas aldeias com pessoas nativas em todo o país. As permissões são chamadas de TAUS - Termo de Autorização do USO Sustentável (prazo de autorização de uso sustentável). Normalmente eles são dados às aldeias do rio no norte do Brasil; Esta foi a primeira vez que uma população ilha recebeu esse benefício. Com o Taus, os habitantes podem solicitar melhorias como o esgoto bebendo água e programas de habitação. Uma das regras impostas pelo Taus proíbe que alguém morasse lá, a menos que nasceram lá ou se case com um dos moradores locais. A população local vive com pouca infraestrutura: até meados de 2010 não havia eletricidade, então eles confiaram em baterias. Em 2020, por mais que muitos já usados ​​energia solar. Não há sistema de esgoto e muitas casas não têm banheiros para que os locais urinem e defecam em banheiros secos externos ou simplesmente na floresta. Em agosto de 2019, a Prefeitura de São Sebastião anunciou que tinha equipamentos instalados para tornar a água adequada para consumo humano em parceria com o governo do estado e empresa privada Água Boa.in 2020 muitas casas foram feitas de materiais recicláveis; Anteriormente, eles foram feitos de madeira que os tornaram vulneráveis ​​a cupins. Em 2012, nenhum médico visitou a ilha por dois anos. Em 2000, com base em explorações feitas nos anos anteriores, foi relatado que, para ter acesso a locais de água fresca, coletaria a água das poucas fontes da ilha e a mantiveram em tanques de água, para que pudesse ser mais tarde partilhada com todas as famílias. Há apenas uma escola aberta pelo governo estadual em 1986 e que ensina até a quarta série (quinto desde 2010) que tem um quarto para o professor passar as noites e só voltar ao continente nos fins de semana. A maioria dos casamentos ocorre Entre a mesma família, a maioria dos habitantes compartilham o sobrenome de Oliveira. A população é predominantemente do sexo masculino, uma vez que muitas mulheres se casam e saem para o continente enquanto os que ficam acabam se casando com seus próprios primos. Também é comum que os homens tragam Wifes do continente, mas alguns acabam sobrecarregados pelo isolamento e retornam. A população local fala com um sotaque característico que poderia ter sido o resultado de séculos de isolamento de acordo com a lingüista USP Luciana Storto.Quando suprimentos não são possíveis locais recorrem a pratos típicos, como ""azul marinho"" (feito com banana verde e purê de banana. ) o purê ""cará-de espinho"" ou peixe seco. Os festas católicas dos anos 80 eram comuns, mas a chegada dos protestantes soletrou o fim de tais festividades.",Há quanto tempo a ilha de Monto de Trigo foi habitada?,Por mais de 170 anos.
19,Recife_Port.txt,wikipedia,The port handles National and international cruises mainly of those connecting Fernando de Noronha with Brazil Caribbean islands and South America. The Brazilian and foreign tourists who come to Recife on a cruise ship will use a new Passengers Terminal (2009) where before was warehouse n.7; with stores food court and information kiosks. Also will have an increase in depth from 8.4 m to 11.5 meters deep what originates will no longer be necessary to do transfer between large and small ships as before.,does the recife port handles cruises?,yes it does,"O porto lida com os cruzeiros nacionais e internacionais, principalmente daqueles que ligam Fernando de Noronha com as Ilhas Caraíbas do Brasil e a América do Sul. Os turistas brasileiros e estrangeiros que vêm para Recife em um navio de cruzeiro usarão um novo terminal de passageiros (2009), onde antes era o armazém N.7; Com lojas de quadra de alimentos e quiosques de informação. Também terá um aumento de profundidade de 8,4 m a 11,5 metros de profundidade, o que origina não será mais necessário para transferência entre grandes e pequenos navios como antes.",O porto do Recife lida com cruzeiros?,sim
20,Santos Basin.txt,wikipedia,"Santos Basin is separated from the Campos Basin to the north by the Cabo Frio High and the Pelotas Basin in the south by the Florianópolis High and the northwestern boundary onshore is formed by the Serra Do Mar coastal range. The basin is known for its thick layers of salt that have formed structures in the subsurface due to halokinesis. The basin started forming in the Early Cretaceous on top of the Congo Craton as a rift basin. The rift stage of the basin evolution combined with the arid Aptian climate of the southern latitudes resulted in the deposition of evaporites in the Late Aptian, approximately 112 million years ago. The phase of rifting was followed by a thermal sag phase and drift stage in the widening of the South Atlantic Ocean. This process led to the deposition of a more than 20 kilometres (66,000 ft) thick succession of clastic and carbonate sediments. ",Which regions delimit the Santos Basin?,Santos Basin is separated from the Campos Basin to the north by the Cabo Frio High and the Pelotas Basin in the south by the Florianópolis High and the northwestern boundary onshore is formed by the Serra Do Mar coastal range.,"A bacia de Santos é separada da Bacia de Campos para o norte pelo Cabo Frio High e a Bacia Pelotas no sul pela Florianópolis High e o limite noroeste onshore é formado pela Serra do Mar Coastal. A bacia é conhecida por suas espessas camadas de sal que formaram estruturas no subsurface devido ao halocinesis. A bacia começou a se formar no início do cretáceo em cima do Congo Craton como uma bacia de Rift. A fase de fenda da evolução da bacia combinada com o clima árido da Aptiana das latitudes do sul resultaram na deposição de evaporitas no falecido aptiano, aproximadamente 112 milhões de anos atrás. A fase de rifting foi seguida por uma fase de saga térmica e fase de deriva na ampliação do Oceano Atlântico Sul. Este processo levou à deposição de mais de 20 quilômetros (66.000 pés) de espessura de sedimentos clásticos e carbonato.",Quais regiões delimitam a bacia de Santos?,A bacia de Santos é separada da Bacia de Campos para o norte pelo Cabo Frio High e a Bacia Pelotas no sul pela Florianópolis High e o limite noroeste onshore é formado pela Serra do Mar Coastal.
21,Port_of_Santos.txt,wikipedia,"Two issues facing the port today are access and distribution within the port. Due to the fact that the port operates 24 hours a day there is a lot of congestion on the roads and railways. There is only a three-lane road with two of those lanes for entry to the port and one for exiting. The port is considering a few possible solutions such as deepening the channels, applying intelligent transportation systems technologies, and better truck storage facilities. These plans for expansion have been planned to be put in place by the year 2024 due to the economic growth of the town. According to CODESP, all of these projects the Port of Santos will be moving three times more cargo, from the current 97.2 million tons to 230 million tons, with the general cargo accounting for 53% of this volume, solid bulk for 30% and liquid bulk for 17%.",What are the main strategies to improve logistics at the Port of Santos?,"Deepening the channels, applying intelligent transportation systems technologies, and better truck storage facilities.","Duas questões que enfrentam o porto hoje são acesso e distribuição dentro da porta. Devido ao fato de que o porto opera 24 horas por dia, há muito congestionamento nas estradas e ferrovias. Há apenas uma estrada de três pistas com duas dessas faixas para entrada no porto e outra para sair. A porta está considerando algumas soluções possíveis, como aprofundar os canais, aplicando tecnologias de sistemas de transporte inteligentes e melhores instalações de armazenamento de caminhões. Estes planos para expansão foram planejados para serem implementados até o ano 2024 devido ao crescimento econômico da cidade. De acordo com Codesp, todos esses projetos o porto de Santos estarão movendo-se três vezes mais carga, dos atuais 97,2 milhões de toneladas para 230 milhões de toneladas, com a carga geral representando 53% desse volume, volume sólido para 30% e líquido a granel para 17%.",Quais são as principais estratégias para melhorar a logística no porto de Santos?,"Aprofundar os canais, aplicando tecnologias inteligentes de sistemas de transporte e melhores instalações de armazenamento de caminhões."
